,Credit Limit,Sex,Education,Marital Status,Age,PayStat/Sept05,PayStat/Aug05,PayStat/Jul05,PayStat/Jun05,PayStat/May05,PayStat/Apr05,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05,Default
634,70000,F,High School Diploma,Married,30,2,2,2,2,2,2,56448,57550,58008,58957,60367,61617,2600,2000,2500,2500,2400,2500,True
635,30000,F,BSc,Married,27,2,2,2,3,3,4,26648,27536,28203,29048,29903,30431,1600,1400,1600,1600,1600,1000,False
636,30000,F,BSc,Single,22,2,2,2,2,2,2,26163,26449,27915,27170,29071,29446,1000,2201,0,2500,1001,6,False
637,40000,M,High School Diploma,Single,43,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
638,260000,M,MSc or PHd,Single,29,2,2,2,2,2,2,2497,2497,2497,2497,2497,2497,0,0,0,0,0,0,True
639,100000,F,MSc or PHd,Married,58,1,2,2,2,2,2,27044,26325,30882,30090,34419,33714,0,5000,0,5000,0,5000,True
640,30000,F,BSc,Single,25,2,2,2,2,2,2,24022,25038,25429,25714,26353,26868,1700,1100,1000,1200,1100,1200,True
641,10000,F,BSc,Single,22,5,4,3,2,2,2,8541,8270,7995,7720,8224,7944,0,0,0,778,0,158,True
642,240000,F,BSc,Married,35,2,2,2,2,2,2,32463,33444,33996,34539,35238,35910,1800,1400,1400,1400,1400,0,True
643,40000,M,MSc or PHd,Married,47,2,2,2,2,2,2,11084,12605,13102,12595,14386,14005,2000,1000,0,2000,0,2000,False
644,180000,F,MSc or PHd,Single,28,2,2,2,2,2,2,158245,161695,163620,165604,169075,172401,7400,6000,6100,6200,6200,6300,False
645,50000,F,BSc,Married,27,1,2,2,2,2,2,15345,14812,16696,16134,17380,16958,0,2137,0,1503,0,800,False
646,90000,F,BSc,Single,32,2,3,2,3,2,2,76442,76633,78174,78800,77417,82369,2000,3400,2500,0,6250,3100,False
647,20000,F,MSc or PHd,Single,33,1,3,3,2,2,2,16180,16635,16082,15529,16525,16110,1000,0,0,1400,0,1504,False
648,120000,M,BSc,Married,38,1,2,2,2,2,2,116344,111960,115804,92542,83581,61650,0,6781,0,5550,0,0,False
649,40000,F,High School Diploma,Married,55,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
650,90000,M,High School Diploma,Married,31,1,2,2,3,5,5,63276,61693,75670,83772,83401,81487,0,15000,10000,1500,0,1500,True
651,50000,M,BSc,Single,45,3,2,3,2,4,3,25867,29133,28371,31208,30149,29375,4000,0,3600,0,0,0,True
652,30000,M,BSc,Single,26,3,3,2,2,2,2,12894,12404,12408,11912,13707,14328,0,500,0,2000,1000,1000,True
653,80000,M,MSc or PHd,Married,41,2,2,2,2,2,2,79950,82956,83656,84457,83897,80159,4900,3000,3000,3100,0,11000,True
654,200000,F,BSc,Single,36,2,2,2,2,2,2,76308,78669,75995,79781,81533,80243,4000,0,5500,3000,0,6100,True
655,20000,M,BSc,Married,61,1,2,2,2,3,2,12961,13668,13145,15023,14510,13854,1209,0,2087,0,550,0,True
656,70000,F,BSc,Single,42,2,2,2,2,2,2,44689,45669,46621,45573,48678,47744,2000,2000,0,4000,0,2000,True
657,50000,M,High School Diploma,Single,29,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,True
658,10000,M,BSc,Married,50,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
659,50000,M,MSc or PHd,Single,27,2,2,2,2,2,2,6291,6045,7487,7218,7800,7526,0,1550,0,700,0,800,True
660,140000,M,High School Diploma,Married,38,2,2,2,2,2,2,110674,131306,127701,135551,135859,134687,22500,0,10000,2600,2300,5300,True
661,20000,M,BSc,Single,24,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,True
662,80000,M,BSc,Married,60,2,2,2,2,2,2,48463,49484,50372,51246,52279,53069,2100,2000,2000,2000,1800,1000,True
663,20000,M,BSc,Single,26,1,2,2,2,2,2,14437,15509,15498,14952,15983,15576,1600,535,0,1272,0,1463,False
664,20000,M,BSc,Single,25,2,2,2,2,2,2,150,150,150,1150,1000,0,0,0,1000,0,0,0,False
665,30000,F,BSc,Single,28,2,2,2,2,2,2,20218,19607,21778,22124,22622,23002,0,2500,1000,1000,900,900,False
666,100000,M,MSc or PHd,Married,51,2,2,2,2,2,2,87603,93461,95022,95972,98283,97819,8200,4000,3400,4000,1600,2000,True
667,30000,M,High School Diploma,Married,47,2,2,2,2,2,2,19150,19149,23888,24337,23725,0,600,5229,1000,0,0,0,False
668,30000,M,BSc,Single,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,True
669,50000,F,MSc or PHd,Single,31,3,3,4,3,2,5,27166,30190,29421,28652,34032,32913,3769,0,0,6000,0,0,True
670,60000,M,BSc,Married,37,1,2,3,4,4,3,22007,24360,26647,27912,26889,29140,3000,3000,2000,0,3000,3000,True
671,110000,F,BSc,Single,28,2,2,2,2,2,2,86774,88702,89655,90593,89025,94509,4200,3300,3300,0,7000,2300,True
672,90000,F,MSc or PHd,Single,27,1,2,2,2,2,2,17374,16806,18768,18169,19682,19220,0,2251,0,1807,0,10000,False
673,60000,F,BSc,Single,24,1,2,3,3,2,2,44238,47076,48871,47669,48135,50056,4000,3000,0,1500,3000,2750,False
674,240000,F,BSc,Married,39,4,3,2,2,2,2,47739,46712,45660,48905,47993,52015,0,0,4000,0,5000,2000,True
675,130000,F,MSc or PHd,Single,47,2,2,2,2,2,2,18454,21121,20484,22145,21652,23138,2976,0,2000,0,2000,0,True
676,10000,M,High School Diploma,Single,29,2,2,6,6,6,6,142,142,142,142,142,142,0,0,0,0,0,0,True
677,30000,F,BSc,Single,23,1,2,2,2,2,2,28850,28102,30324,27446,29329,29720,0,2700,0,2300,1000,0,True
678,10000,M,BSc,Single,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884,0,1600,500,0,1000,0,True
679,200000,M,MSc or PHd,Single,33,2,2,2,2,2,2,156558,167453,170010,172226,175918,179441,15000,6800,6500,6600,6600,5200,True
680,30000,M,BSc,Single,25,2,2,2,2,2,2,14420,15390,14846,16098,15700,16784,1500,0,1500,0,1500,0,True
681,20000,M,BSc,Single,28,2,2,2,2,2,2,12762,12272,14255,13729,14706,14320,0,2500,0,1200,0,1500,True
682,100000,M,BSc,Single,34,2,2,2,2,2,2,32685,36546,37152,36258,38512,37741,4400,1500,0,3000,0,4000,True
683,80000,M,MSc or PHd,Married,37,2,2,2,2,2,2,57844,59038,57501,60424,61811,63142,2700,0,4500,2500,2500,2400,False
684,80000,F,High School Diploma,Married,30,2,2,2,2,2,2,41687,42719,43018,44013,45058,46068,2000,1300,2000,1900,1900,0,True
685,20000,M,MSc or PHd,Single,25,2,2,4,4,3,2,2902,6888,7638,7388,6991,33327,4200,1000,0,0,27150,900,True
686,50000,F,High School Diploma,Married,43,2,2,2,2,2,2,44865,46760,47390,44520,45310,44430,2923,1700,0,3500,0,2000,True
687,20000,M,BSc,Single,24,2,2,2,2,2,2,16276,16715,18327,17735,19446,18988,1000,2200,0,2000,0,1200,False
688,30000,F,BSc,Single,24,2,2,7,7,7,7,2550,2550,2550,2550,2550,2550,0,0,0,0,0,0,True
689,120000,M,High School Diploma,Married,32,1,2,2,2,2,2,110826,113572,114719,115736,117729,120601,6000,4500,4400,4000,5000,4700,False
690,50000,F,BSc,Married,29,2,2,7,7,7,6,2550,2550,2550,2550,2550,1950,0,0,0,0,0,0,True
691,70000,F,BSc,Married,32,1,2,2,2,2,2,22914,23953,23275,24584,24051,26654,1700,0,2000,0,3000,600,False
692,30000,M,BSc,Single,26,2,2,2,2,2,2,200,200,200,200,200,200,0,0,0,0,0,0,True
693,20000,M,BSc,Married,26,1,2,2,2,2,2,11338,10870,12380,11884,12894,12540,0,2000,0,1203,0,1700,False
694,250000,M,MSc or PHd,Married,51,2,2,2,2,2,2,2487,2487,2487,2487,2487,2487,0,0,0,0,0,0,True
695,20000,M,BSc,Single,40,1,2,2,2,3,2,15476,16533,15975,17903,17336,16910,1600,0,2500,0,0,2000,False
696,30000,M,High School Diploma,Married,55,2,2,7,7,7,7,2395,2395,2395,2395,2395,2395,0,0,0,0,0,0,True
697,30000,F,High School Diploma,Married,58,2,2,2,2,2,2,26580,27652,27905,27158,29239,29791,1800,1000,0,2518,1185,1200,True
698,30000,M,BSc,Married,23,2,2,2,2,2,2,28224,29276,28635,30127,30525,29793,1800,150,2250,1000,0,700,True
699,30000,M,High School Diploma,Married,43,1,3,2,2,2,2,22494,21845,21207,23491,22818,24321,0,0,2645,0,2029,1027,True
700,20000,M,BSc,Single,40,1,4,3,2,2,2,17361,16803,16253,15695,16832,16420,0,0,0,1400,0,603,False
701,150000,M,MSc or PHd,Married,46,2,2,2,2,2,2,148364,150565,150254,64644,40150,41250,5400,5026,1722,1500,3000,108058,True
702,180000,M,BSc,Married,36,2,2,2,2,2,2,114140,115764,117426,119000,120528,123451,5000,5000,5000,5000,5000,0,True
703,100000,M,High School Diploma,Single,35,2,2,2,2,2,2,67646,69237,70638,71680,72705,74195,3300,3100,2800,2800,2800,2800,True
704,50000,M,BSc,Married,50,2,2,2,2,2,2,19786,19170,21864,21215,23494,22978,0,3008,0,2638,0,845,True
705,30000,M,High School Diploma,Married,55,3,2,2,7,7,7,2395,2395,2395,2395,2395,2395,0,0,0,0,0,0,True
706,20000,F,BSc,Single,25,2,2,2,2,2,2,14549,17144,16580,18366,18766,18324,2845,0,2067,1000,0,1664,False
707,30000,F,MSc or PHd,Single,25,2,2,2,2,2,2,7593,9634,4476,8830,8153,6422,2379,7,7002,13,155,1,False
708,30000,F,BSc,Single,24,3,2,2,7,7,7,300,300,300,300,300,300,0,0,0,0,0,0,False
709,110000,F,BSc,Single,24,2,2,2,2,2,2,107378,109604,111661,112299,113035,109678,5500,5300,4000,4000,0,4540,True
710,90000,F,High School Diploma,Married,40,1,2,2,3,2,2,78976,84566,89609,87282,88261,90029,7500,7300,0,3300,3300,0,True
711,130000,F,BSc,Married,29,1,2,2,2,2,2,85342,88063,89895,87577,93136,91551,5000,4100,0,7000,0,7200,False
712,30000,F,BSc,Other,41,1,2,2,2,2,2,8055,9263,8973,10337,10022,10924,1500,0,1675,0,1065,0,True
713,50000,F,High School Diploma,Other,37,2,2,2,2,2,2,47676,48896,49325,48033,27019,26450,2300,1500,0,3400,0,1200,True
714,360000,M,BSc,Married,30,3,2,2,2,2,2,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,True
715,120000,M,BSc,Single,40,2,2,2,2,2,2,58908,53306,50104,43957,43401,37371,1000,3000,0,5000,0,31000,True
716,30000,M,High School Diploma,Single,30,1,2,2,2,2,2,4318,5096,6353,7092,7972,7702,1000,1500,1000,1000,0,1000,False
717,150000,M,BSc,Married,34,1,2,2,2,2,2,52692,54229,55768,56266,54764,58862,3000,3000,2000,0,5000,3000,True
718,30000,M,BSc,Married,37,2,2,2,2,2,2,19177,20054,20930,21291,20651,22110,1500,1500,1000,0,1801,1000,True
719,50000,M,BSc,Married,39,2,2,2,2,2,2,31476,30676,33261,32427,34579,35476,0,3400,0,2700,1600,1500,True
720,130000,M,MSc or PHd,Married,40,2,2,2,2,2,2,62177,60580,65489,66327,64665,68740,0,5900,2500,0,5300,2700,False
721,500000,M,MSc or PHd,Married,50,2,2,2,2,2,2,70144,74850,76463,77611,78735,80430,6500,3400,3000,3000,3100,3110,True
722,30000,M,BSc,Single,31,1,2,2,2,2,2,10916,11940,11462,13263,12758,13545,1500,0,2300,0,1300,800,True
723,100000,F,BSc,Single,23,2,2,2,2,2,2,90680,93267,95189,96332,97560,95885,5000,4300,3600,3700,0,7300,False
724,30000,F,High School Diploma,Single,22,3,2,2,2,2,3,9340,10533,10221,16808,17738,17174,1500,0,6808,1502,0,0,True
725,140000,F,BSc,Single,24,2,2,2,2,2,2,50643,51916,52903,53652,52201,55497,2400,2400,2200,0,4300,2200,True
726,20000,F,BSc,Single,24,2,3,2,2,2,2,12764,12267,13266,12756,13801,13439,0,1500,0,1259,0,1200,True
727,30000,F,BSc,Married,26,2,2,2,2,2,2,30372,30954,30670,29856,30584,27883,1805,2074,0,2304,0,2400,True
728,50000,F,MSc or PHd,Single,28,1,2,2,2,2,2,51943,50800,51967,50794,51911,50976,0,4156,0,4100,0,2000,True
729,60000,F,BSc,Single,27,3,2,2,2,4,3,56670,57252,55764,64522,62945,61700,2100,0,9700,0,0,0,True
730,150000,F,BSc,Single,25,2,2,2,2,2,2,114074,116313,118700,115328,121084,123473,5600,5700,0,9200,4500,0,True
731,30000,F,BSc,Single,28,2,2,2,2,2,2,19334,20218,19607,21778,22124,22622,1500,0,2500,1000,1000,900,False
732,50000,F,High School Diploma,Single,28,1,3,3,2,2,2,40527,42066,41126,40165,42683,43843,2500,0,0,3200,2000,1700,False
733,60000,F,BSc,Married,32,2,2,2,2,2,2,20524,21584,22437,22771,23099,23583,1700,1500,1000,1000,1000,0,True
734,30000,F,BSc,Married,25,2,2,2,2,2,2,28766,27183,30023,29243,31262,30327,0,3600,0,2800,0,1080,True
735,50000,F,BSc,Single,26,1,2,2,2,2,3,18253,20539,20616,20977,23287,22637,2900,700,1000,2970,0,0,False
736,30000,F,BSc,Married,30,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
737,50000,F,BSc,Single,31,2,2,2,2,2,2,28947,30072,30895,31589,32071,32709,1900,1600,1500,1300,1300,1500,True
738,20000,F,BSc,Other,44,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
739,200000,F,BSc,Married,31,3,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,True
740,30000,F,BSc,Married,42,1,2,2,2,4,3,16484,17709,17141,20730,20116,19512,1800,0,4200,0,0,0,True
741,70000,F,BSc,Married,46,2,2,2,2,2,2,24036,25035,25930,26206,26477,27404,1700,1600,1000,1000,1500,0,True
742,120000,F,High School Diploma,Married,39,1,2,2,2,2,2,69830,68108,70415,74443,75527,77171,0,3400,5800,2900,3000,3100,False
743,50000,F,BSc,Single,29,2,2,2,2,2,2,30715,29923,32700,28768,29639,28629,0,3304,4,2230,0,2009,True
744,80000,F,High School Diploma,Married,43,2,2,2,3,3,2,66852,68152,71459,73690,71908,76294,3000,5000,4000,0,5700,0,True
745,70000,F,BSc,Married,41,2,3,3,3,3,2,50460,52331,53896,54426,52956,54459,3000,3000,2000,0,2500,2200,True
746,100000,F,BSc,Married,34,3,2,2,2,2,2,39192,39951,39030,43381,43771,44626,1700,0,5000,1400,1700,300,False
747,30000,F,BSc,Married,45,1,2,2,2,2,2,23155,22490,26789,26065,27408,26831,0,5000,0,2084,0,2305,True
748,30000,F,BSc,Married,43,2,2,2,2,2,2,15780,15246,17838,17272,18131,17711,0,3141,0,1434,0,1581,True
749,80000,F,MSc or PHd,Married,42,2,2,2,2,2,2,18378,19377,20471,20638,21003,20529,1600,1700,800,1000,0,2000,True
750,30000,F,BSc,Married,48,2,2,3,2,2,2,10509,12727,12240,11747,12651,12305,2700,0,0,1100,0,1100,True
751,30000,F,High School Diploma,Married,46,1,2,2,2,2,2,29201,30406,31295,29929,27744,28117,2000,1700,954,0,2253,1106,True
752,10000,F,High School Diploma,Single,44,2,2,2,2,2,2,10422,9775,10964,11153,10762,10126,0,2500,1000,400,0,672,True
753,50000,F,MSc or PHd,Single,36,1,2,2,2,2,2,18992,19881,20767,20136,21802,21315,1500,1500,0,2000,0,1000,False
754,30000,F,BSc,Married,56,2,2,2,2,2,2,14909,15565,16620,16056,17386,16968,1200,1600,0,1600,0,700,True
755,80000,F,BSc,Married,56,3,2,2,2,2,2,63995,65347,66705,68506,69787,68844,3000,3000,3500,3000,300,5100,True
756,30000,F,High School Diploma,Married,53,2,2,2,2,2,2,17585,18598,19379,19762,20141,19680,1600,1379,1000,1000,0,1700,True
757,80000,F,BSc,Married,54,2,2,2,2,2,2,48298,49402,50416,51293,50170,53391,2200,2100,2000,0,4200,2100,True
758,30000,M,BSc,Single,22,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,True
759,20000,M,BSc,Single,26,1,3,2,2,2,2,17077,17504,16940,19621,18646,19022,1000,0,3300,0,1200,700,False
760,10000,M,High School Diploma,Single,22,1,4,3,2,2,2,8357,8085,7817,7545,8268,7993,0,0,0,1000,0,750,True
761,20000,M,High School Diploma,Single,24,3,3,2,2,2,2,15846,16283,17325,17542,17756,18023,1000,1600,800,800,700,800,True
762,100000,M,BSc,Married,24,2,2,2,2,2,2,10618,13233,13427,13609,14683,15001,2800,700,700,1300,700,700,True
763,20000,M,MSc or PHd,Single,24,1,2,2,4,3,2,17375,16799,21408,20779,20170,19721,0,4893,0,0,0,1000,True
764,40000,M,BSc,Single,24,4,3,2,3,2,2,38344,37433,38862,39125,39408,40925,0,2335,1200,1225,2300,1396,True
765,50000,M,MSc or PHd,Single,26,1,2,2,2,2,2,38160,40213,41167,41890,42605,41792,3000,1900,1700,1700,0,2500,True
766,10000,M,BSc,Married,27,4,3,3,2,3,2,3462,4150,3940,4720,4500,4282,900,0,1000,0,0,433,True
767,20000,M,BSc,Single,30,1,2,2,2,2,2,16906,17328,19145,18397,20697,20547,1000,2400,0,2700,0,283,False
768,10000,M,MSc or PHd,Single,30,3,2,2,7,7,7,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0,True
769,30000,M,BSc,Single,27,3,2,2,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,True
770,20000,M,BSc,Single,29,1,2,2,2,2,2,11586,11103,13913,13393,18152,17725,0,3000,0,5000,0,3000,True
771,30000,M,MSc or PHd,Single,29,1,2,2,2,2,2,25264,24560,29128,29845,30257,30779,0,5000,1500,1200,1300,0,True
772,70000,M,MSc or PHd,Single,29,2,2,2,2,2,2,33786,34730,35878,36392,36990,37751,1800,2000,1400,1500,1500,1600,True
773,50000,M,MSc or PHd,Single,32,2,2,2,2,2,2,30559,31753,32847,33308,33755,34565,2000,1900,1300,1300,1500,1500,True
774,50000,M,High School Diploma,Married,46,1,2,2,2,2,2,10960,10487,13108,12601,13391,14027,0,2800,0,1000,1000,0,True
775,140000,M,BSc,Single,32,1,2,2,2,2,3,67923,69412,67734,73079,75255,75757,3200,0,6500,4000,2000,3000,True
776,260000,M,BSc,Married,46,2,2,2,2,2,2,82683,84424,86472,87157,88526,90355,4000,4300,3000,3700,3400,3600,True
777,250000,M,MSc or PHd,Single,35,2,2,2,2,2,2,153798,164692,160658,180382,182914,186838,15000,0,24000,7000,7000,6700,True
778,50000,M,High School Diploma,Other,44,2,2,2,3,2,2,41755,40793,44084,44763,44939,46078,0,3949,1700,1200,2000,2000,False
779,80000,M,High School Diploma,Single,40,1,2,2,2,2,2,81053,79337,82698,81467,49150,51303,300,6200,2139,0,4000,0,False
780,220000,M,BSc,Married,47,2,4,3,2,2,2,233756,216591,197022,198088,187000,179703,3000,0,6000,0,14004,0,True
781,50000,M,High School Diploma,Single,34,1,2,2,2,2,2,33776,34824,33988,36311,36918,36191,1900,0,3200,1500,0,3000,True
782,240000,M,High School Diploma,Married,42,2,2,2,2,2,2,259511,258208,245397,245014,209834,195913,11000,0,12300,14288,0,6887,False
783,50000,M,BSc,Single,39,1,3,2,2,2,2,50180,49089,48935,18243,20285,17175,0,1266,0,2301,0,748,False
784,150000,M,BSc,Single,36,2,3,2,2,2,2,87021,86708,88909,90352,91355,93241,2000,4500,3800,3400,3500,3900,False
785,30000,M,BSc,Single,37,3,2,2,7,7,7,2379,2379,2379,2379,2379,2379,0,0,0,0,0,0,True
786,220000,M,High School Diploma,Married,39,2,2,2,2,2,2,175808,179399,183039,185541,187984,191837,8000,8000,7000,7000,7000,0,True
787,20000,M,BSc,Single,35,1,2,2,2,2,2,15668,15119,17976,19088,18500,20712,0,3108,1700,0,3500,0,True
788,20000,M,BSc,Married,38,1,2,2,2,2,2,9599,9296,11813,11327,12137,11799,0,2676,0,1000,0,582,False
789,30000,M,BSc,Single,43,2,2,2,2,2,2,14697,17332,16770,18483,17888,19097,3200,0,2300,0,1500,0,True
790,80000,M,BSc,Married,36,3,2,2,4,4,3,600,600,600,600,600,300,0,0,0,0,0,0,True
791,160000,M,MSc or PHd,Married,47,1,2,2,2,2,3,58706,57384,59875,61518,65152,64074,0,3200,3000,5000,0,3000,True
792,20000,M,BSc,Single,36,1,4,3,3,2,3,15557,15015,16079,15528,16477,15930,0,1600,0,1500,0,0,True
793,150000,M,MSc or PHd,Single,37,2,2,2,2,2,2,36148,36858,35985,38687,37765,40352,1600,0,3300,0,3200,1700,True
794,20000,M,BSc,Single,50,1,2,3,2,2,3,10056,12571,12086,11595,13197,12700,3000,0,0,1800,0,0,True
795,50000,M,High School Diploma,Married,52,2,2,2,2,4,3,36428,37530,38630,41774,40806,41357,2000,2000,4086,0,1500,1000,False
796,30000,M,High School Diploma,Other,52,1,2,2,3,2,2,23819,23144,28066,27321,27571,29300,0,5637,0,1000,2332,0,True
797,20000,M,High School Diploma,Married,53,3,2,2,7,7,7,2255,2255,2255,2255,2255,2255,0,0,0,0,0,0,True
798,20000,M,High School Diploma,Single,59,2,2,2,2,4,3,16357,19074,18482,20329,19616,19303,3000,0,2300,0,0,0,True
799,270000,M,MSc or PHd,Married,50,2,4,3,3,2,2,213616,208784,212058,207226,202394,231339,0,8000,0,0,32236,3000,False
800,50000,M,BSc,Married,48,2,2,2,2,2,2,42807,44489,45470,46424,45377,48441,2700,2000,2000,0,3800,0,True
801,110000,M,BSc,Married,54,2,2,2,2,2,2,55753,56839,58039,58792,59620,60819,2600,2700,2300,2400,2300,2400,True
802,30000,F,BSc,Married,30,1,3,2,2,2,2,28720,27977,27248,29281,28511,30952,0,0,2800,0,2900,0,False
803,50000,F,BSc,Single,22,2,2,2,2,2,2,36665,40362,39441,41318,13996,14974,4626,0,3003,0,1206,0,True
804,50000,F,BSc,Single,22,2,2,2,3,2,2,19091,18487,22219,21520,20108,18207,0,4042,0,648,0,921,False
805,50000,F,BSc,Single,24,2,2,2,2,2,2,49397,50388,51450,47867,51045,51118,2100,2200,0,4300,2100,0,False
806,50000,F,High School Diploma,Single,23,2,2,2,2,2,2,41740,42755,43878,42877,45701,46720,2000,2100,0,3850,1900,1600,True
807,10000,F,MSc or PHd,Single,23,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
808,100000,F,BSc,Single,24,2,2,2,2,2,3,93330,95285,96674,97983,102803,100960,4400,3800,3800,7300,0,679,True
809,50000,F,BSc,Married,26,2,2,2,2,2,2,46800,47830,48868,49470,48003,50755,2100,2100,1701,1,3906,0,True
810,50000,F,High School Diploma,Married,22,2,2,2,2,2,2,40247,40189,43434,44316,45189,46214,900,3900,1900,1900,1900,3600,False
811,100000,F,BSc,Single,24,3,2,2,2,2,2,85016,86918,88624,89576,90614,89046,4200,4000,3300,3400,0,7000,True
812,30000,F,MSc or PHd,Single,23,1,4,4,3,2,3,26185,29944,29399,28632,30363,29594,4518,206,0,2500,0,2000,False
813,30000,F,BSc,Married,27,2,2,2,2,4,3,25557,26648,27536,28203,29048,29903,1800,1600,1400,1600,1600,1600,True
814,80000,F,BSc,Single,24,2,2,2,2,2,2,22453,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0,True
815,50000,F,BSc,Single,25,2,2,2,2,2,2,33586,34636,35683,36200,36808,37671,1900,1900,1400,1500,1600,1500,True
816,50000,F,MSc or PHd,Single,27,1,2,2,2,2,2,19096,18492,21186,22538,22274,22767,0,3000,2000,400,1000,0,False
817,30000,F,High School Diploma,Married,26,3,2,2,2,2,2,8893,8601,10862,11485,11006,12270,0,2405,1100,0,1600,0,True
818,50000,F,MSc or PHd,Single,27,2,3,2,2,2,2,34044,33202,34370,34806,35433,36216,0,2000,1300,1500,1500,1500,True
819,100000,F,MSc or PHd,Married,39,2,2,2,2,2,2,94732,97284,99542,99898,99786,97670,5000,4700,2950,3100,5,6170,True
820,10000,F,BSc,Other,46,3,2,2,2,2,4,5997,5753,9629,9328,11411,10652,0,4000,0,2395,0,0,True
821,40000,F,High School Diploma,Married,39,2,2,2,2,2,2,22241,23273,24204,24510,24811,24274,1700,1600,1000,1000,0,2000,True
822,10000,F,BSc,Married,41,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
823,50000,F,BSc,Married,36,2,2,4,3,2,2,44897,50039,48981,47897,48811,48058,6200,0,0,2000,160,3525,True
824,360000,F,MSc or PHd,Single,31,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,True
825,20000,F,BSc,Married,38,3,4,3,2,2,2,18666,18087,17517,16930,18043,17156,0,0,0,1381,0,1600,True
826,60000,F,High School Diploma,Married,47,2,3,2,2,2,2,20347,19727,20909,21168,21520,21805,0,1800,900,1000,774,0,True
827,50000,F,BSc,Married,34,2,2,2,2,2,2,43664,44654,45650,46320,45290,48322,2000,2000,1700,0,3760,1700,False
828,120000,F,BSc,Single,25,2,3,3,3,4,4,94635,97592,100536,103478,104886,107220,5400,5400,5500,4600,4600,5200,False
829,200000,F,MSc or PHd,Single,25,1,2,3,2,3,2,133797,144095,140383,146531,142795,136981,14000,0,10000,0,0,5100,True
830,150000,F,BSc,Single,32,6,5,4,3,2,2,81341,79529,77757,75841,73678,77273,0,0,0,0,4874,1000,False
831,20000,F,BSc,Married,43,1,2,3,2,2,2,11501,12998,13492,12978,13962,13595,2000,1000,0,1200,0,3000,True
832,120000,F,BSc,Married,42,2,2,3,2,2,3,25809,29366,28615,29347,30868,30099,4300,0,1500,2300,0,0,True
833,50000,F,BSc,Married,36,3,2,2,2,3,2,47222,48142,48082,51969,50865,49611,2000,1000,5000,0,0,2500,True
834,20000,F,BSc,Single,48,1,3,2,2,2,2,17100,16537,16283,17708,18121,17692,0,300,2000,1000,0,792,True
835,100000,F,High School Diploma,Married,46,2,2,2,2,2,2,43677,42674,45983,46927,47759,46865,0,4000,2000,1900,0,2000,True
836,80000,F,BSc,Married,29,2,2,2,2,2,2,72674,74192,72464,76613,77908,76034,3300,0,6000,3100,0,4200,False
837,30000,F,BSc,Single,47,2,2,2,2,2,2,15089,16039,17080,17302,17521,17893,1500,1600,800,800,800,800,True
838,30000,F,BSc,Married,43,2,2,2,2,2,2,28264,28703,26622,24022,24368,20859,2000,1300,2,1608,0,900,True
839,120000,F,High School Diploma,Married,39,2,2,2,2,4,3,49437,51505,53582,58310,57150,55961,3500,3500,6200,358,0,2100,True
840,50000,F,High School Diploma,Single,41,2,2,2,2,2,2,23043,24064,24981,25473,25857,26298,1700,1600,1200,1100,1000,0,True
841,40000,F,BSc,Married,33,1,2,2,2,2,2,23734,24644,25749,26127,26401,25839,1600,1800,1100,1000,0,2300,True
842,110000,F,BSc,Married,41,2,2,2,2,2,2,23078,25883,25182,28945,28183,29869,3200,0,4200,0,2300,0,True
843,30000,F,BSc,Married,45,1,2,2,2,2,2,13440,13923,17194,16625,17442,18016,1000,3500,0,1400,1000,1000,False
844,20000,F,High School Diploma,Married,39,2,3,2,2,3,2,15307,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000,True
845,70000,F,BSc,Single,38,1,2,2,2,2,2,21047,22102,22949,23275,23596,23078,1700,1500,1000,1000,0,2100,False
846,80000,F,High School Diploma,Married,30,2,2,2,2,2,2,40654,41687,42719,43018,44013,45058,2000,2000,1300,2000,1900,1900,True
