,Sex,Education,Marital Status,Age,Credit Limit,Payment Score,Avg Outstanding,Avg Paid,PaySep,PayAug,PayJul,PayJun,PayMay,PayApr,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05
4636,M,BSc,Single,26,50000,2.8333333333333335,33604.5,1716.6666666666667,2,3,3,3,3,3,31392,32976,34154,33311,35246,34548,2400,2000,0,2800,0,3100
4637,M,High School Diploma,Single,25,90000,3.0,24581.833333333332,719.0,2,4,3,3,3,3,25179,24496,23325,24336,24817,25338,0,0,1405,886,919,1104
4638,M,BSc,Single,26,170000,1.0,132584.0,4950.0,1,1,1,1,1,1,164408,153323,152429,154704,96724,73916,5700,7400,5600,4500,3000,3500
4639,M,BSc,Single,26,100000,1.0,33657.333333333336,8833.333333333334,1,1,1,1,1,1,30928,32186,32949,33680,34419,37782,2500,2000,2000,2000,4500,40000
4640,M,MSc or PHd,Single,26,150000,2.6666666666666665,162921.16666666666,5613.833333333333,3,3,3,3,3,1,164576,160500,170405,176048,161874,144124,0,14000,10048,0,5118,4517
4641,M,High School Diploma,Married,34,80000,2.8333333333333335,74183.16666666667,2539.5,2,3,3,3,3,3,71104,72737,73987,72199,76621,78451,3400,3000,0,5637,3200,0
4642,M,BSc,Single,27,170000,1.0,127709.16666666667,5433.333333333333,1,1,1,1,1,1,156411,143042,126395,119365,112801,108241,7100,5500,5000,5000,5000,5000
4643,M,MSc or PHd,Single,27,210000,0.3333333333333333,413.6666666666667,462.1666666666667,2,0,0,0,0,0,0,582,0,582,291,1027,582,0,582,291,1027,291
4644,M,BSc,Single,28,50000,1.6666666666666667,14985.5,2852.0,3,1,1,3,1,1,14091,14752,18460,17749,18936,5925,1200,3972,0,1448,492,10000
4645,M,High School Diploma,Single,26,70000,1.3333333333333333,59321.333333333336,2324.8333333333335,1,1,3,1,1,1,64494,69272,62196,62809,48047,49110,5916,0,2315,1718,2000,2000
4646,M,MSc or PHd,Single,28,120000,0.6666666666666666,27668.833333333332,1122.3333333333333,1,1,1,1,0,0,117303,15504,15748,15480,998,980,1256,1500,2000,998,980,0
4647,M,BSc,Married,28,100000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4648,M,MSc or PHd,Single,28,120000,2.3333333333333335,114191.66666666667,3661.6666666666665,3,3,1,1,3,3,114127,110826,113559,118784,118967,108887,0,6000,9000,3425,45,3500
4649,M,BSc,Single,26,140000,3.0,129200.33333333333,6750.0,3,3,3,3,3,3,119424,116014,133567,129953,136283,139961,0,19500,0,10000,6000,5000
4650,M,BSc,Single,24,20000,1.8333333333333333,8434.0,733.3333333333334,2,3,3,1,1,1,6962,7898,7626,8692,9541,9885,1200,0,1200,1000,500,500
4651,M,BSc,Single,30,140000,1.3333333333333333,108659.16666666667,10572.333333333334,3,1,1,1,1,1,138421,137456,139977,136207,50464,49430,5000,6003,4771,2103,2000,43557
4652,M,BSc,Single,28,50000,1.0,36515.833333333336,2175.6666666666665,1,1,1,1,1,1,45622,47061,48264,27806,24901,25441,2500,2500,2000,2000,941,3113
4653,M,High School Diploma,Single,27,20000,1.0,15796.333333333334,1891.3333333333333,1,1,1,1,1,1,13384,14153,15417,16944,18992,15888,1300,1500,2000,2048,0,4500
4654,M,MSc or PHd,Single,27,40000,1.3333333333333333,11634.333333333334,1938.3333333333333,3,1,1,1,1,1,10181,11058,11471,11776,12660,12660,2500,2000,1500,2330,2300,1000
4655,M,BSc,Single,32,150000,1.5,127458.33333333333,3001.5,2,3,1,1,1,1,127399,124835,127259,129115,131820,124322,0,5000,3500,3557,5929,23
4656,M,BSc,Single,29,60000,3.0,37617.166666666664,1666.6666666666667,3,3,3,3,3,3,35932,35060,38176,38452,39423,38660,0,4000,1200,1900,0,2900
4657,M,BSc,Single,30,90000,2.6666666666666665,73558.83333333333,2466.6666666666665,3,3,3,3,3,1,91562,67878,72323,71631,68427,69532,0,6500,2600,0,2700,3000
4658,M,BSc,Single,25,30000,1.1666666666666667,1533.8333333333333,405.1666666666667,2,3,0,1,0,1,3997,2522,261,1261,772,390,0,261,1000,772,8,390
4659,M,BSc,Single,27,50000,1.6666666666666667,35922.166666666664,1138.0,3,3,1,1,1,1,43063,41932,38411,30659,30963,30505,0,1600,1712,1016,2500,0
4660,M,MSc or PHd,Single,29,50000,1.0,29261.333333333332,1451.1666666666667,1,1,1,1,1,1,27179,27878,28908,29922,30517,31164,1454,1484,1498,1093,1139,2039
4661,M,High School Diploma,Married,26,20000,3.0,11094.0,683.3333333333334,3,4,3,4,3,1,10449,10135,11926,11448,10970,11636,0,2100,0,0,1000,1000
4662,M,BSc,Single,29,80000,1.6666666666666667,12569.0,1266.5,3,1,1,3,1,1,9928,11446,13150,13233,13663,13994,2000,2200,600,650,700,1449
4663,M,BSc,Single,28,20000,1.6666666666666667,13468.333333333334,936.1666666666666,3,3,1,1,1,1,17429,16849,17187,8585,8760,12000,0,1202,1000,175,3240,0
4664,M,High School Diploma,Single,28,30000,1.6666666666666667,26479.833333333332,1769.1666666666667,1,1,1,1,3,3,22634,23638,24689,28809,30052,29057,1385,1440,4560,2001,1,1228
4665,M,BSc,Married,32,50000,1.0,41287.833333333336,5912.333333333333,1,1,1,1,1,1,41266,50669,48942,27836,40346,38668,27004,1613,1484,3675,698,1000
4666,M,BSc,Married,32,200000,2.6666666666666665,113531.66666666667,4105.833333333333,3,3,3,3,3,1,110419,112518,114247,115896,112545,115565,5400,5000,5000,0,5000,4235
4667,M,High School Diploma,Married,33,70000,1.0,50092.666666666664,3413.0,1,1,1,1,1,1,70011,67411,65867,55969,41298,0,15000,3068,2410,0,0,0
4668,M,BSc,Single,31,220000,1.0,157154.33333333334,6366.666666666667,1,1,1,1,1,1,167390,123981,250982,129905,131248,139420,6000,5000,6500,5000,10500,5200
4669,M,MSc or PHd,Single,29,180000,-0.5,173.33333333333334,173.33333333333334,-1,0,0,0,-1,-1,0,300,740,0,0,0,300,740,0,0,0,0
4670,M,MSc or PHd,Single,30,200000,2.8333333333333335,187177.83333333334,6360.333333333333,2,3,3,3,3,3,182499,184632,180260,192260,187714,195702,6600,0,15000,0,11013,5549
4671,M,MSc or PHd,Single,29,340000,1.0,238256.16666666666,40804.333333333336,1,1,1,1,1,1,277140,272579,271986,227152,221218,159462,10000,13012,8008,8343,9463,196000
4672,M,BSc,Married,30,50000,2.5,48738.0,2000.0,5,4,3,1,1,1,49926,48840,46958,47796,48800,50108,0,0,2000,2000,2000,6000
4673,M,High School Diploma,Married,32,280000,1.0,168984.5,5798.666666666667,1,1,1,1,1,1,158798,163164,168543,172083,173850,177469,6000,7000,6762,4880,5050,5100
4674,M,BSc,Single,32,50000,1.3333333333333333,47948.666666666664,6000.0,1,1,1,1,1,3,50240,50149,50021,44924,49669,42689,6000,8000,3000,9000,0,10000
4675,M,BSc,Single,33,200000,0.0,6720.333333333333,3803.0,0,0,0,0,0,0,18044,390,20718,390,390,390,390,20718,390,390,390,540
4676,M,MSc or PHd,Married,37,260000,2.5,187771.5,9933.333333333334,1,1,4,3,3,3,163553,192724,188441,191134,193673,197104,32000,0,7100,7000,6500,7000
4677,M,MSc or PHd,Married,42,130000,0.8333333333333334,809.1666666666666,354.1666666666667,0,3,0,0,1,1,390,390,955,1170,1170,780,0,955,1170,0,0,0
4678,M,High School Diploma,Married,26,50000,1.8333333333333333,14242.5,1600.0,2,3,3,1,1,1,14655,15688,13400,13596,13861,14255,1600,0,2000,2000,2000,2000
4679,M,BSc,Married,22,30000,3.8333333333333335,26856.166666666668,718.5,2,3,6,5,4,3,25147,28747,28029,27120,26154,25940,4311,0,0,0,0,0
4680,M,BSc,Married,27,30000,4.0,10655.833333333334,283.3333333333333,5,5,4,3,3,4,10846,10533,10225,9912,11444,10975,0,0,0,1700,0,0
4681,M,BSc,Single,31,50000,0.8333333333333334,47420.0,8325.0,1,1,1,1,1,0,49024,48778,96487,43639,5290,41302,1813,2079,2650,106,41302,2000
4682,M,BSc,Married,45,160000,1.0,91179.66666666667,2086.1666666666665,1,1,1,1,1,1,155842,158665,132275,57318,42978,0,6139,4026,1492,860,0,0
4683,M,BSc,Married,31,20000,1.0,5810.833333333333,749.8333333333334,1,1,1,1,1,1,3769,4782,5797,6654,6786,7077,1239,1254,1111,243,400,252
4684,M,High School Diploma,Single,36,10000,0.3333333333333333,4345.833333333333,3066.6666666666665,0,0,0,0,1,1,576,3100,3629,6260,5990,6520,4009,4011,6260,120,2000,2000
4685,M,High School Diploma,Other,44,20000,2.6666666666666665,10355.833333333334,0.0,2,5,4,3,1,1,11027,10710,10398,10000,10000,10000,0,0,0,0,0,0
4686,M,BSc,Single,39,370000,1.5,337189.6666666667,9989.5,2,3,1,1,1,1,343248,334394,337272,340152,345904,322168,5,14005,12004,12362,12006,9555
4687,M,BSc,Married,30,60000,2.5,46982.5,1616.6666666666667,2,3,3,3,3,1,46138,44832,47830,48458,47176,47461,0,4000,2000,0,2000,1700
4688,M,MSc or PHd,Single,49,70000,2.1666666666666665,40600.5,2013.6666666666667,2,3,1,1,3,3,38228,37318,38061,42545,43346,44105,0,1649,5133,1800,1600,1900
4689,M,BSc,Single,32,150000,1.0,66337.16666666667,2685.6666666666665,1,1,1,1,1,1,146785,92750,73822,35706,28178,20782,3300,3114,2000,2000,2000,3700
4690,M,BSc,Single,32,100000,2.0,41349.333333333336,3450.0,1,1,1,3,3,3,34904,37007,42076,41105,44090,48914,3000,6000,0,4000,5700,2000
4691,M,BSc,Single,35,20000,3.6666666666666665,15735.5,2666.6666666666665,1,1,1,4,8,7,6855,11392,15863,20581,20298,19424,5000,5000,5000,0,0,1000
4692,M,High School Diploma,Single,31,20000,2.5,12413.166666666666,769.3333333333334,4,3,3,3,1,1,11358,10884,13109,12602,13093,13433,0,2716,0,700,700,500
4693,M,High School Diploma,Other,40,90000,1.0,55731.666666666664,2718.8333333333335,1,1,1,1,1,1,53256,53695,55426,56544,57048,58421,1923,2597,2637,2041,2291,4824
4694,M,BSc,Married,47,90000,0.16666666666666666,18326.0,935.5,1,1,0,0,-1,0,54268,52500,2888,0,0,300,2425,2888,0,0,300,0
4695,M,High School Diploma,Single,47,20000,1.8333333333333333,17926.0,759.6666666666666,2,3,1,1,1,3,17629,17053,17796,18729,19049,17300,0,1325,1258,1373,0,602
4696,M,BSc,Single,29,50000,2.6666666666666665,37280.333333333336,1500.0,3,3,3,3,3,1,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600
4697,M,BSc,Married,40,200000,1.6666666666666667,154926.83333333334,7317.5,3,3,1,1,1,1,208012,199367,202668,111486,118951,89077,0,8756,5003,10053,10066,10027
4698,M,BSc,Single,40,30000,2.3333333333333335,25977.5,863.5,4,4,3,1,1,1,26129,25422,24728,26041,26511,27034,0,0,1730,1200,1100,1151
4699,M,BSc,Married,41,190000,1.6666666666666667,109664.5,3883.3333333333335,3,3,1,1,1,1,127370,117487,117568,103011,101336,91215,0,6000,5000,3300,5000,4000
4700,M,BSc,Single,34,50000,2.1666666666666665,54037.5,1850.0,2,3,3,3,1,1,53916,55036,56075,54515,52250,52433,2600,2500,0,2000,4000,0
4701,M,High School Diploma,Single,44,80000,0.6666666666666666,29776.833333333332,1667.5,1,1,1,1,0,0,55297,56677,57687,4500,4500,0,2300,2200,1005,4500,0,0
4702,M,BSc,Single,35,120000,1.6666666666666667,55294.5,2860.1666666666665,1,1,1,3,3,1,49485,52108,56950,58419,56885,57920,3458,6300,3000,0,2103,2300
4703,M,BSc,Married,44,10000,1.0,6540.666666666667,2003.5,1,1,1,1,1,1,6436,6398,5295,5635,8735,6745,3012,2000,3009,4000,0,0
4704,M,BSc,Married,44,70000,2.8333333333333335,55646.333333333336,1950.0,2,3,3,3,3,3,54297,52837,56581,55084,56071,59008,0,5200,0,2500,4000,0
4705,M,BSc,Single,37,20000,5.666666666666667,2400.0,0.0,4,3,3,8,8,8,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
4706,M,High School Diploma,Single,38,270000,3.0,261101.83333333334,7593.833333333333,3,3,3,3,3,3,258442,263195,268769,263144,273783,239278,10350,11000,0,16002,111,8100
4707,M,BSc,Married,41,60000,0.8333333333333334,18473.333333333332,4209.333333333333,1,1,3,0,0,0,27130,32932,31938,1236,720,16884,6300,0,1236,720,17000,0
4708,M,BSc,Married,41,50000,3.3333333333333335,31295.333333333332,666.6666666666666,2,5,4,3,3,3,32141,31350,30575,29784,31288,32634,0,0,0,2000,2000,0
4709,M,BSc,Single,30,30000,3.1666666666666665,27612.333333333332,1853.5,2,4,3,3,4,3,25907,25209,24524,29397,28628,32009,0,0,5621,0,4000,1500
4710,M,BSc,Married,44,50000,1.5,1392.6666666666667,570.5,3,0,3,1,1,1,1473,2423,950,1560,1170,780,2423,0,1000,0,0,0
4711,M,BSc,Married,46,180000,-1.0,725.3333333333334,660.3333333333334,-1,-1,-1,-1,-1,-1,390,3182,780,0,0,0,3182,780,0,0,0,0
4712,M,MSc or PHd,Married,45,450000,0.5,31129.5,11126.5,0,0,0,1,1,1,26773,700,46727,46367,46191,20019,700,46727,1400,924,400,16608
4713,M,BSc,Single,40,50000,1.0,38509.333333333336,1665.8333333333333,1,1,1,1,1,1,47060,48117,49161,50173,18279,18266,2154,2588,2600,1000,653,1000
4714,M,High School Diploma,Married,40,20000,1.0,18250.0,981.1666666666666,1,1,1,1,1,1,18987,19909,16623,17634,17985,18362,1258,1282,1293,644,667,743
4715,M,High School Diploma,Married,40,20000,2.5,16665.166666666668,1316.6666666666667,1,1,3,4,3,3,13370,16326,17963,17386,16809,18137,3200,2200,0,0,1600,900
4716,M,BSc,Married,46,40000,3.3333333333333335,31333.0,1579.8333333333333,3,3,3,4,3,4,27324,30108,32515,31698,33581,32772,3573,3206,0,2700,0,0
4717,M,BSc,Single,34,20000,2.3333333333333335,18149.833333333332,1083.3333333333333,2,3,3,1,1,4,16456,17382,16814,18229,20314,19704,1500,0,1700,2700,0,600
4718,M,BSc,Single,30,20000,1.0,17466.0,1176.8333333333333,1,1,1,1,1,1,15070,16384,17413,18117,18632,19180,1568,1597,1301,816,1000,779
4719,M,BSc,Married,46,20000,1.0,16217.833333333334,1062.0,1,1,1,1,1,1,17483,18552,19442,14678,16791,10361,1363,1256,1178,311,2264,0
4720,M,BSc,Married,42,400000,0.5,5077.166666666667,3146.5,1,0,0,1,1,0,2984,3353,8372,7743,4984,3027,3369,8379,1074,124,3042,2891
4721,M,High School Diploma,Single,34,50000,3.1666666666666665,48515.5,2278.3333333333335,3,3,3,3,4,3,44951,45906,46872,49974,50023,53367,2000,2000,4200,1170,4300,0
4722,M,MSc or PHd,Married,40,160000,-0.3333333333333333,416.6666666666667,453.3333333333333,0,0,0,0,-1,-1,500,1000,1000,0,0,0,1000,1000,0,0,0,720
4723,M,MSc or PHd,Single,34,150000,2.1666666666666665,40580.5,2589.1666666666665,3,4,3,1,1,1,32355,31549,30759,32764,36229,79827,0,0,2535,5000,5000,3000
4724,M,High School Diploma,Single,31,20000,2.0,17796.5,1428.1666666666667,3,3,3,1,1,1,16509,19116,18028,18200,16844,18082,2906,0,1250,594,3000,819
4725,M,BSc,Single,43,50000,0.16666666666666666,462.0,462.0,0,0,0,0,1,0,396,396,396,792,396,396,396,396,792,0,396,792
4726,M,BSc,Married,44,90000,1.3333333333333333,62180.666666666664,5078.833333333333,3,1,1,1,1,1,58395,59559,61640,62793,63493,67204,2134,3043,3000,2300,4506,15490
4727,M,BSc,Single,41,120000,1.1666666666666667,42127.0,563.3333333333334,2,3,1,1,0,0,121988,90063,27941,11990,390,390,0,1600,1000,390,390,0
4728,M,BSc,Married,34,100000,2.3333333333333335,62174.0,2600.0,3,3,3,1,1,3,84196,74621,64930,58433,50859,40005,2300,2000,4500,3300,0,3500
4729,M,MSc or PHd,Married,37,60000,1.3333333333333333,26045.333333333332,2000.0,3,1,1,1,1,1,21962,23592,25702,26961,28509,29546,2000,2500,2000,2000,1500,2000
4730,M,BSc,Married,42,290000,-0.6666666666666666,965.8333333333334,1380.8333333333333,-1,-1,-1,-1,0,0,0,0,0,0,1855,3940,0,0,0,1855,3940,2490
4731,M,BSc,Married,37,30000,1.0,13157.333333333334,859.5,1,1,1,1,1,1,15054,15104,15428,16273,16305,780,1551,1265,1500,841,0,0
4732,M,BSc,Single,31,180000,0.3333333333333333,4021.1666666666665,3112.1666666666665,1,1,0,0,0,0,6221,3571,4333,3334,3334,3334,1000,4337,3334,3334,3334,3334
4733,M,BSc,Single,49,50000,1.0,38837.333333333336,2464.8333333333335,1,1,1,1,1,1,59236,53689,48551,34656,18077,18815,2000,2124,2047,5618,1000,2000
4734,M,BSc,Married,39,160000,1.6666666666666667,37108.0,2027.8333333333333,1,1,1,3,3,1,34171,34939,38038,38683,37764,39053,1639,3683,1564,0,2053,3228
4735,M,MSc or PHd,Single,47,240000,0.3333333333333333,416.6666666666667,0.0,3,3,-1,-1,-1,-1,2500,0,0,0,0,0,0,0,0,0,0,0
4736,M,BSc,Single,42,20000,1.8333333333333333,12397.0,935.8333333333334,2,3,1,1,3,1,11063,10594,11714,13923,13405,13683,0,1600,2726,0,643,646
4737,M,BSc,Married,38,170000,0.3333333333333333,9078.166666666666,6054.166666666667,0,1,0,0,0,1,16480,21770,11507,715,3282,715,15067,11572,3282,3282,0,3122
4738,M,High School Diploma,Single,38,70000,1.0,53342.5,1797.1666666666667,1,1,1,1,1,1,68370,69911,69970,57118,27510,27176,2682,2563,1568,970,1000,2000
4739,M,High School Diploma,Married,48,20000,1.0,15414.666666666666,783.8333333333334,1,1,1,1,1,1,19195,20089,16739,17486,9392,9587,1257,1368,1115,301,310,352
4740,M,BSc,Married,47,20000,2.0,13333.333333333334,1083.3333333333333,1,1,1,3,3,3,10628,11650,14252,13678,15041,14751,1200,2800,0,1500,0,1000
4741,M,High School Diploma,Married,44,200000,1.3333333333333333,92340.5,6666.666666666667,3,1,1,1,1,1,147817,121668,67240,69798,72243,75277,11000,11000,5000,5000,5000,3000
4742,M,BSc,Married,41,50000,1.0,43061.0,1413.3333333333333,1,1,1,1,1,1,49401,50079,50463,49407,29708,29308,1803,1988,1514,1041,1056,1078
4743,M,MSc or PHd,Married,40,180000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4744,M,MSc or PHd,Single,35,240000,0.6666666666666666,1233.3333333333333,1125.0,0,0,3,0,1,0,325,650,325,2250,1925,1925,650,0,2250,0,1925,1925
4745,M,MSc or PHd,Single,32,50000,2.8333333333333335,47501.333333333336,1815.3333333333333,2,3,3,3,3,3,45997,47003,46468,47198,49634,48708,2064,500,1800,3528,0,3000
4746,M,BSc,Married,34,80000,2.0,69781.5,2102.1666666666665,3,3,3,1,1,1,81882,81814,78353,78814,49062,48764,3650,0,3328,1888,1787,1960
4747,M,BSc,Married,30,80000,1.8333333333333333,35552.666666666664,7666.666666666667,3,1,1,1,1,4,13708,22668,31456,40111,48633,56740,9200,9200,9200,9200,9200,0
4748,M,High School Diploma,Married,41,200000,1.0,103235.5,3513.3333333333335,1,1,1,1,1,1,171929,157860,145044,137480,6320,780,7000,8080,6000,0,0,0
4749,M,MSc or PHd,Single,31,200000,3.0,189376.83333333334,6250.0,2,3,3,4,3,3,182307,186128,197509,193046,194368,182903,8300,15900,200,6100,7000,0
4750,M,BSc,Married,36,270000,1.5,15154.333333333334,5666.666666666667,2,3,1,1,1,1,5714,3548,11419,20787,23471,25987,0,11000,10000,5000,5000,3000
4751,M,BSc,Single,41,100000,2.5,4618.333333333333,1416.6666666666667,0,3,3,3,3,3,1941,3255,3056,4998,4769,9691,1500,0,2000,0,5000,0
4752,M,MSc or PHd,Single,34,200000,2.0,154852.83333333334,7500.0,3,1,1,1,3,3,150493,156449,162377,174501,155355,129942,10000,10000,15000,0,10000,0
4753,M,MSc or PHd,Single,33,220000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4754,M,BSc,Married,28,200000,5.666666666666667,2443.0,0.0,4,3,3,8,8,8,2443,2443,2443,2443,2443,2443,0,0,0,0,0,0
4755,M,High School Diploma,Single,48,20000,5.666666666666667,250.0,0.0,4,3,3,8,8,8,250,250,250,250,250,250,0,0,0,0,0,0
4756,M,BSc,Single,40,190000,3.0,156461.66666666666,6933.333333333333,3,3,3,3,3,3,149411,145613,156765,159386,161870,165725,0,15000,6600,6500,6500,7000
4757,M,MSc or PHd,Married,41,160000,0.5,1247.3333333333333,914.0,0,0,0,0,0,3,776,230,1350,1310,2374,1444,230,1500,1310,1444,0,1000
4758,M,BSc,Single,26,20000,2.1666666666666665,10670.5,1033.3333333333333,2,3,3,1,1,3,8476,10187,9885,11398,12208,11869,2000,0,2000,1000,0,1200
4759,M,BSc,Married,32,50000,1.0,50813.666666666664,2167.1666666666665,1,1,1,1,1,1,50805,51088,50810,50814,50927,50438,2284,2006,2010,2123,2138,2442
4760,M,High School Diploma,Married,46,20000,1.1666666666666667,971.1666666666666,260.0,0,3,3,0,0,1,1836,1651,0,390,1170,780,0,0,390,1170,0,0
4761,M,MSc or PHd,Single,36,50000,1.6666666666666667,39356.833333333336,1227.0,3,3,1,1,1,1,45960,44883,40820,33545,46832,24101,0,1973,1784,845,1750,1010
4762,M,MSc or PHd,Married,39,500000,2.3333333333333335,85028.16666666667,21273.166666666668,3,1,1,3,3,3,15776,17467,120972,117088,121283,117583,3004,106000,0,8008,78,10549
4763,M,BSc,Married,46,360000,-1.0,2894.5,1478.1666666666667,-1,-1,-1,-1,-1,-1,8746,3093,1935,1205,1320,1068,3108,1952,1219,1326,1073,191
4764,M,BSc,Single,33,50000,1.0,38253.666666666664,1099.0,1,1,1,1,1,1,47364,48355,49715,49736,17599,16753,1780,2140,1161,510,503,500
4765,M,High School Diploma,Single,39,130000,3.0,71781.0,2933.3333333333335,3,3,3,3,3,3,66548,71034,69329,74175,72383,77217,5600,0,6000,0,6000,0
4766,M,BSc,Single,35,70000,1.8333333333333333,35674.166666666664,1399.3333333333333,2,3,3,1,1,1,44193,46168,45166,36283,20861,21374,3000,102,2400,894,1000,1000
4767,M,BSc,Married,39,280000,1.3333333333333333,157878.33333333334,5348.833333333333,3,1,1,1,1,1,130549,131955,134910,139280,139188,271388,5000,5000,6585,6409,6046,3053
4768,M,High School Diploma,Single,37,10000,1.0,7060.333333333333,825.3333333333334,1,1,1,1,1,1,4950,5963,6983,7993,8151,8322,1103,1123,1133,291,302,1000
4769,M,BSc,Married,44,270000,1.3333333333333333,185158.16666666666,7654.5,3,1,1,1,1,1,187352,179247,180535,187524,185895,190396,8000,6700,10027,6700,7500,7000
4770,M,MSc or PHd,Single,32,290000,1.6666666666666667,93065.33333333333,33460.0,0,4,3,1,1,1,3739,3738,3737,179546,182148,185484,0,0,179460,6900,6600,7800
4771,M,MSc or PHd,Married,38,150000,3.3333333333333335,193746.0,1666.6666666666667,6,5,4,3,3,-1,288585,282677,159283,148309,143972,139650,0,0,0,5000,5000,0
4772,M,High School Diploma,Married,45,50000,0.6666666666666666,2601.1666666666665,877.6666666666666,1,0,0,3,0,0,10522,261,1305,1134,1073,1312,261,2305,0,1200,1500,0
4773,M,BSc,Single,44,30000,1.3333333333333333,20882.833333333332,1367.6666666666667,3,1,1,1,1,1,17766,18771,19965,20865,23465,24465,1306,1500,1400,3000,1000,0
4774,M,BSc,Married,41,120000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4775,M,MSc or PHd,Single,40,230000,-1.0,1992.3333333333333,1340.6666666666667,-1,-1,-1,-1,-1,-1,6514,7882,162,-868,-868,-868,7882,162,0,0,0,0
4776,M,BSc,Single,34,20000,2.0,19474.166666666668,2224.5,3,3,3,1,1,1,17497,20690,20075,19492,19859,19232,3500,0,1500,805,7000,542
4777,M,BSc,Married,45,30000,2.8333333333333335,17070.833333333332,1266.6666666666667,2,3,3,3,3,3,14728,15777,17224,18241,18446,18009,1600,2000,1600,800,0,1600
4778,M,High School Diploma,Married,38,210000,3.0,80698.0,3057.8333333333335,3,3,3,3,3,3,122157,130309,116004,78564,37154,0,12301,16,5812,218,0,0
4779,M,MSc or PHd,Single,44,460000,3.0,295040.8333333333,12250.0,3,3,3,3,3,3,282944,288729,295114,299739,304319,299400,12000,12500,11000,11000,0,27000
4780,M,MSc or PHd,Married,47,200000,1.8333333333333333,178487.66666666666,5707.833333333333,2,3,3,1,1,1,198663,201996,194396,166515,163673,145683,8013,13,8684,5500,7437,4600
4781,M,BSc,Married,49,50000,1.8333333333333333,40002.666666666664,1283.3333333333333,2,3,3,1,1,1,50435,50936,49463,50046,19858,19278,2400,0,2300,1000,1000,1000
4782,M,High School Diploma,Married,40,280000,1.3333333333333333,187303.66666666666,8052.0,3,1,1,1,1,1,178220,184848,188411,191291,189029,192023,10000,9000,8000,6738,6974,7600
4783,M,BSc,Single,32,200000,0.6666666666666666,67456.5,1933.3333333333333,3,1,1,1,-1,-1,160106,162743,81890,0,0,0,7600,4000,0,0,0,0
4784,M,BSc,Single,32,80000,1.6666666666666667,71086.5,4084.1666666666665,3,1,1,1,1,3,79237,65301,67253,67352,74448,72928,3000,4005,2500,10000,0,5000
4785,M,BSc,Married,47,200000,0.6666666666666666,157401.16666666666,52214.166666666664,0,0,1,1,1,1,42114,227075,217016,200316,169815,88071,235728,10000,5210,4009,3186,55152
4786,M,High School Diploma,Single,43,200000,3.1666666666666665,2500.0,0.0,4,3,3,3,3,3,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0
4787,M,High School Diploma,Single,38,130000,1.6666666666666667,102860.83333333333,2894.6666666666665,3,3,1,1,1,1,114726,107602,106907,94152,96365,97413,20,4544,3200,3500,3585,2519
4788,M,BSc,Single,41,130000,1.0,65864.16666666667,1593.0,1,1,1,1,1,1,131762,106130,66523,55678,20290,14802,3466,2781,1702,602,492,515
4789,M,BSc,Single,32,50000,0.8333333333333334,325.0,130.0,0,3,3,0,0,-1,780,390,0,780,0,0,0,0,780,0,0,0
4790,M,MSc or PHd,Single,33,160000,2.0,140545.66666666666,6500.0,3,3,3,1,1,1,146129,158066,156898,154725,115841,111615,15000,4000,8000,4000,4000,4000
4791,M,BSc,Single,32,50000,1.8333333333333333,48397.0,1716.6666666666667,2,3,3,1,1,1,48793,50194,49101,47549,48817,45928,2500,0,1800,2000,2000,2000
4792,M,High School Diploma,Married,43,50000,1.0,30063.166666666668,1560.6666666666667,1,1,1,1,1,1,27620,28923,29955,30666,31275,31940,1767,1799,1510,1119,1169,2000
4793,M,BSc,Married,39,50000,2.1666666666666665,17776.5,1011.3333333333334,3,4,3,1,1,1,17150,16582,17014,17721,18184,20008,0,1000,1592,1055,2421,0
4794,M,High School Diploma,Married,35,50000,1.0,43429.666666666664,1563.8333333333333,1,1,1,1,1,1,50500,50181,49630,50153,30914,29200,2000,2200,1968,1106,1040,1069
4795,M,BSc,Married,36,20000,3.1666666666666665,18660.333333333332,1036.1666666666667,4,3,3,3,3,3,17500,16926,19260,18653,20041,19582,0,2921,0,1702,0,1594
4796,M,High School Diploma,Married,39,90000,1.0,70765.16666666667,2236.8333333333335,1,1,1,1,1,1,93757,91359,88616,56887,46700,47272,4000,2625,2511,1501,1391,1393
4797,M,BSc,Married,34,230000,1.3333333333333333,205.33333333333334,306.1666666666667,2,-1,0,3,3,1,0,0,33,33,33,1133,0,33,0,0,1100,704
